geoid,state_abb,county,tract,geographic_area_name,total,english_only,spanish,french,west_germanic_languages,slavic_languages,indo_european,korean,chinese,vietnamese,tagalog,asian_others,arabic,west_european,east_se_asian,unspecified,state,geography
06001400100,CA,Alameda County,4001,Census Tract 4001; Alameda County; California,1316,917,117,29,25,10,64,13,91,7,0,17,18,54,128,8,California,1400000US06001400100
48297950100,TX,Live Oak County,9501,Census Tract 9501; Live Oak County; Texas,1295,767,499,0,0,14,0,0,0,0,15,0,0,0,15,0,Texas,1400000US48297950100
48297950200,TX,Live Oak County,9502,Census Tract 9502; Live Oak County; Texas,797,346,447,0,0,0,0,0,4,0,0,0,0,0,4,0,Texas,1400000US48297950200
48297950300,TX,Live Oak County,9503,Census Tract 9503; Live Oak County; Texas,865,589,276,0,0,0,0,0,0,0,0,0,0,0,0,0,Texas,1400000US48297950300
48297950400,TX,Live Oak County,9504,Census Tract 9504; Live Oak County; Texas,1253,1070,124,0,3,0,0,0,0,0,0,56,0,3,56,0,Texas,1400000US48297950400
48299970100,TX,Llano County,9701,Census Tract 9701; Llano County; Texas,1312,1233,63,0,0,0,0,9,0,0,7,0,0,0,16,0,Texas,1400000US48299970100
48299970200,TX,Llano County,9702,Census Tract 9702; Llano County; Texas,1453,1270,158,2,8,0,7,8,0,0,0,0,0,10,8,0,Texas,1400000US48299970200
48299970300,TX,Llano County,9703,Census Tract 9703; Llano County; Texas,1088,987,67,7,23,0,0,0,0,0,0,0,0,30,0,4,Texas,1400000US48299970300
48299970401,TX,Llano County,9704.01,Census Tract 9704.01; Llano County; Texas,880,858,0,0,22,0,0,0,0,0,0,0,0,22,0,0,Texas,1400000US48299970401
48299970402,TX,Llano County,9704.02,Census Tract 9704.02; Llano County; Texas,1345,1251,81,13,0,0,0,0,0,0,0,0,0,13,0,0,Texas,1400000US48299970402
48299970501,TX,Llano County,9705.01,Census Tract 9705.01; Llano County; Texas,1445,1262,134,0,18,31,0,0,0,0,0,0,0,18,0,0,Texas,1400000US48299970501
48299970502,TX,Llano County,9705.02,Census Tract 9705.02; Llano County; Texas,1769,1501,249,0,0,0,0,0,0,19,0,0,0,0,19,0,Texas,1400000US48299970502
48299970600,TX,Llano County,9706,Census Tract 9706; Llano County; Texas,926,814,70,0,34,8,0,0,0,0,0,0,0,34,0,0,Texas,1400000US48299970600
48301950100,TX,Loving County,9501,Census Tract 9501; Loving County; Texas,36,16,15,0,0,0,0,0,5,0,0,0,0,0,5,0,Texas,1400000US48301950100
48303000100,TX,Lubbock County,1,Census Tract 1; Lubbock County; Texas,1010,604,391,0,0,0,0,0,15,0,0,0,0,0,15,0,Texas,1400000US48303000100
48303000201,TX,Lubbock County,2.01,Census Tract 2.01; Lubbock County; Texas,608,379,217,0,0,0,0,0,0,0,0,0,0,0,0,12,Texas,1400000US48303000201
48303000202,TX,Lubbock County,2.02,Census Tract 2.02; Lubbock County; Texas,626,204,422,0,0,0,0,0,0,0,0,0,0,0,0,0,Texas,1400000US48303000202
48303000301,TX,Lubbock County,3.01,Census Tract 3.01; Lubbock County; Texas,1631,729,608,0,24,0,116,0,38,12,0,30,20,24,80,54,Texas,1400000US48303000301
48303000303,TX,Lubbock County,3.03,Census Tract 3.03; Lubbock County; Texas,1396,642,491,0,0,0,131,0,7,0,0,34,81,0,41,10,Texas,1400000US48303000303
48303000304,TX,Lubbock County,3.04,Census Tract 3.04; Lubbock County; Texas,1351,257,1094,0,0,0,0,0,0,0,0,0,0,0,0,0,Texas,1400000US48303000304
48303000402,TX,Lubbock County,4.02,Census Tract 4.02; Lubbock County; Texas,1781,1377,310,59,0,0,0,0,0,11,0,0,24,59,11,0,Texas,1400000US48303000402
48303000403,TX,Lubbock County,4.03,Census Tract 4.03; Lubbock County; Texas,1807,1671,120,0,8,0,0,0,0,0,0,0,0,8,0,8,Texas,1400000US48303000403
48303000406,TX,Lubbock County,4.06,Census Tract 4.06; Lubbock County; Texas,710,591,75,0,0,0,0,0,0,8,36,0,0,0,44,0,Texas,1400000US48303000406
48303000407,TX,Lubbock County,4.07,Census Tract 4.07; Lubbock County; Texas,951,626,319,0,0,0,0,0,0,0,0,0,0,0,0,6,Texas,1400000US48303000407
48303000408,TX,Lubbock County,4.08,Census Tract 4.08; Lubbock County; Texas,1197,740,343,0,7,0,0,0,0,0,4,0,17,7,4,86,Texas,1400000US48303000408
48303000409,TX,Lubbock County,4.09,Census Tract 4.09; Lubbock County; Texas,2023,1459,320,0,0,0,0,98,47,0,14,85,0,0,244,0,Texas,1400000US48303000409
48303000410,TX,Lubbock County,4.10,Census Tract 4.10; Lubbock County; Texas,1232,1054,148,7,9,0,0,3,0,0,0,0,0,16,3,11,Texas,1400000US48303000410
48303000411,TX,Lubbock County,4.11,Census Tract 4.11; Lubbock County; Texas,1642,1072,392,0,0,0,76,5,11,0,17,0,0,0,33,69,Texas,1400000US48303000411
48303000501,TX,Lubbock County,5.01,Census Tract 5.01; Lubbock County; Texas,580,502,46,0,0,0,12,0,7,0,13,0,0,0,20,0,Texas,1400000US48303000501
48303000502,TX,Lubbock County,5.02,Census Tract 5.02; Lubbock County; Texas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Texas,1400000US48303000502
48303000503,TX,Lubbock County,5.03,Census Tract 5.03; Lubbock County; Texas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Texas,1400000US48303000503
48303000603,TX,Lubbock County,6.03,Census Tract 6.03; Lubbock County; Texas,1988,1241,397,0,41,13,147,64,0,49,0,0,0,41,113,36,Texas,1400000US48303000603
48303000605,TX,Lubbock County,6.05,Census Tract 6.05; Lubbock County; Texas,243,201,25,7,0,0,0,0,0,0,0,6,0,7,6,4,Texas,1400000US48303000605
48303000607,TX,Lubbock County,6.07,Census Tract 6.07; Lubbock County; Texas,1053,859,136,0,44,0,0,0,0,0,14,0,0,44,14,0,Texas,1400000US48303000607
48303000700,TX,Lubbock County,7,Census Tract 7; Lubbock County; Texas,489,190,274,0,0,0,0,0,0,0,0,25,0,0,25,0,Texas,1400000US48303000700
48303000901,TX,Lubbock County,9.01,Census Tract 9.01; Lubbock County; Texas,285,190,95,0,0,0,0,0,0,0,0,0,0,0,0,0,Texas,1400000US48303000901
48303000902,TX,Lubbock County,9.02,Census Tract 9.02; Lubbock County; Texas,1335,825,510,0,0,0,0,0,0,0,0,0,0,0,0,0,Texas,1400000US48303000902
48303001000,TX,Lubbock County,10,Census Tract 10; Lubbock County; Texas,1168,678,487,0,0,0,0,0,0,3,0,0,0,0,3,0,Texas,1400000US48303001000
48303001200,TX,Lubbock County,12,Census Tract 12; Lubbock County; Texas,938,804,129,5,0,0,0,0,0,0,0,0,0,5,0,0,Texas,1400000US48303001200
48303001300,TX,Lubbock County,13,Census Tract 13; Lubbock County; Texas,992,153,839,0,0,0,0,0,0,0,0,0,0,0,0,0,Texas,1400000US48303001300
48303001401,TX,Lubbock County,14.01,Census Tract 14.01; Lubbock County; Texas,1007,886,121,0,0,0,0,0,0,0,0,0,0,0,0,0,Texas,1400000US48303001401
48303001402,TX,Lubbock County,14.02,Census Tract 14.02; Lubbock County; Texas,1045,663,352,0,0,0,0,9,0,0,0,0,0,0,9,21,Texas,1400000US48303001402
48303001501,TX,Lubbock County,15.01,Census Tract 15.01; Lubbock County; Texas,1090,774,135,14,22,7,0,6,91,0,0,0,0,36,97,41,Texas,1400000US48303001501
48303001502,TX,Lubbock County,15.02,Census Tract 15.02; Lubbock County; Texas,1269,991,252,22,0,0,4,0,0,0,0,0,0,22,0,0,Texas,1400000US48303001502
48303001601,TX,Lubbock County,16.01,Census Tract 16.01; Lubbock County; Texas,1162,931,186,0,0,0,0,0,39,0,0,3,3,0,42,0,Texas,1400000US48303001601
48303001602,TX,Lubbock County,16.02,Census Tract 16.02; Lubbock County; Texas,1430,1079,299,0,0,0,0,0,0,52,0,0,0,0,52,0,Texas,1400000US48303001602
48303001708,TX,Lubbock County,17.08,Census Tract 17.08; Lubbock County; Texas,1794,1512,198,13,0,0,5,0,10,0,31,6,0,13,47,19,Texas,1400000US48303001708
48303001709,TX,Lubbock County,17.09,Census Tract 17.09; Lubbock County; Texas,2117,1386,707,0,0,0,0,0,0,0,0,0,0,0,0,24,Texas,1400000US48303001709
48303001710,TX,Lubbock County,17.10,Census Tract 17.10; Lubbock County; Texas,1717,1353,317,9,12,0,0,0,0,14,7,5,0,21,26,0,Texas,1400000US48303001710
48303001711,TX,Lubbock County,17.11,Census Tract 17.11; Lubbock County; Texas,895,690,192,0,0,0,0,0,9,0,0,0,4,0,9,0,Texas,1400000US48303001711
48303001712,TX,Lubbock County,17.12,Census Tract 17.12; Lubbock County; Texas,1844,1495,274,0,0,75,0,0,0,0,0,0,0,0,0,0,Texas,1400000US48303001712
48303001713,TX,Lubbock County,17.13,Census Tract 17.13; Lubbock County; Texas,1246,1118,128,0,0,0,0,0,0,0,0,0,0,0,0,0,Texas,1400000US48303001713
48303001714,TX,Lubbock County,17.14,Census Tract 17.14; Lubbock County; Texas,3328,2716,546,0,0,0,9,0,0,20,37,0,0,0,57,0,Texas,1400000US48303001714
48303001715,TX,Lubbock County,17.15,Census Tract 17.15; Lubbock County; Texas,798,668,94,0,0,0,0,24,2,0,0,10,0,0,36,0,Texas,1400000US48303001715
48303001716,TX,Lubbock County,17.16,Census Tract 17.16; Lubbock County; Texas,1548,1148,237,0,0,0,27,0,48,57,20,11,0,0,136,0,Texas,1400000US48303001716
48303001717,TX,Lubbock County,17.17,Census Tract 17.17; Lubbock County; Texas,1289,986,248,0,0,7,0,0,0,0,0,0,0,0,0,48,Texas,1400000US48303001717
48303001804,TX,Lubbock County,18.04,Census Tract 18.04; Lubbock County; Texas,1764,1509,186,0,0,0,0,0,3,0,0,10,0,0,13,56,Texas,1400000US48303001804
48303001805,TX,Lubbock County,18.05,Census Tract 18.05; Lubbock County; Texas,882,474,408,0,0,0,0,0,0,0,0,0,0,0,0,0,Texas,1400000US48303001805
48303001806,TX,Lubbock County,18.06,Census Tract 18.06; Lubbock County; Texas,1275,1028,241,0,0,0,0,0,0,6,0,0,0,0,6,0,Texas,1400000US48303001806
48303001807,TX,Lubbock County,18.07,Census Tract 18.07; Lubbock County; Texas,1375,1315,56,0,0,0,0,4,0,0,0,0,0,0,4,0,Texas,1400000US48303001807
48303001808,TX,Lubbock County,18.08,Census Tract 18.08; Lubbock County; Texas,1136,844,231,0,0,0,15,0,0,0,0,10,0,0,10,36,Texas,1400000US48303001808
48303001904,TX,Lubbock County,19.04,Census Tract 19.04; Lubbock County; Texas,658,553,62,0,0,0,0,0,0,0,0,43,0,0,43,0,Texas,1400000US48303001904
48303001905,TX,Lubbock County,19.05,Census Tract 19.05; Lubbock County; Texas,856,574,279,0,3,0,0,0,0,0,0,0,0,3,0,0,Texas,1400000US48303001905
48303001906,TX,Lubbock County,19.06,Census Tract 19.06; Lubbock County; Texas,966,904,38,0,0,0,0,4,0,0,0,20,0,0,24,0,Texas,1400000US48303001906
48303001907,TX,Lubbock County,19.07,Census Tract 19.07; Lubbock County; Texas,1185,1065,112,0,0,8,0,0,0,0,0,0,0,0,0,0,Texas,1400000US48303001907
48303001908,TX,Lubbock County,19.08,Census Tract 19.08; Lubbock County; Texas,1206,1047,70,0,0,0,0,0,89,0,0,0,0,0,89,0,Texas,1400000US48303001908
48303002001,TX,Lubbock County,20.01,Census Tract 20.01; Lubbock County; Texas,923,841,82,0,0,0,0,0,0,0,0,0,0,0,0,0,Texas,1400000US48303002001
48303002002,TX,Lubbock County,20.02,Census Tract 20.02; Lubbock County; Texas,1414,742,635,0,0,0,0,0,37,0,0,0,0,0,37,0,Texas,1400000US48303002002
48303002102,TX,Lubbock County,21.02,Census Tract 21.02; Lubbock County; Texas,1135,792,219,0,18,0,0,2,18,0,10,76,0,18,106,0,Texas,1400000US48303002102
48303002103,TX,Lubbock County,21.03,Census Tract 21.03; Lubbock County; Texas,1120,958,132,0,0,0,0,0,7,0,0,23,0,0,30,0,Texas,1400000US48303002103
48303002104,TX,Lubbock County,21.04,Census Tract 21.04; Lubbock County; Texas,1139,935,179,0,0,0,0,0,0,0,0,0,25,0,0,0,Texas,1400000US48303002104
48303002203,TX,Lubbock County,22.03,Census Tract 22.03; Lubbock County; Texas,1166,910,199,0,12,0,0,0,0,0,0,7,38,12,7,0,Texas,1400000US48303002203
48303002205,TX,Lubbock County,22.05,Census Tract 22.05; Lubbock County; Texas,753,623,130,0,0,0,0,0,0,0,0,0,0,0,0,0,Texas,1400000US48303002205
48303002206,TX,Lubbock County,22.06,Census Tract 22.06; Lubbock County; Texas,1617,1250,259,0,0,0,6,26,0,3,26,17,30,0,72,0,Texas,1400000US48303002206
48303002207,TX,Lubbock County,22.07,Census Tract 22.07; Lubbock County; Texas,1149,654,484,0,11,0,0,0,0,0,0,0,0,11,0,0,Texas,1400000US48303002207
48303002208,TX,Lubbock County,22.08,Census Tract 22.08; Lubbock County; Texas,797,446,351,0,0,0,0,0,0,0,0,0,0,0,0,0,Texas,1400000US48303002208
48303002301,TX,Lubbock County,23.01,Census Tract 23.01; Lubbock County; Texas,819,464,355,0,0,0,0,0,0,0,0,0,0,0,0,0,Texas,1400000US48303002301
48303002302,TX,Lubbock County,23.02,Census Tract 23.02; Lubbock County; Texas,616,316,300,0,0,0,0,0,0,0,0,0,0,0,0,0,Texas,1400000US48303002302
48303002401,TX,Lubbock County,24.01,Census Tract 24.01; Lubbock County; Texas,1342,444,853,0,0,0,45,0,0,0,0,0,0,0,0,0,Texas,1400000US48303002401
48303002402,TX,Lubbock County,24.02,Census Tract 24.02; Lubbock County; Texas,870,163,707,0,0,0,0,0,0,0,0,0,0,0,0,0,Texas,1400000US48303002402
48303002500,TX,Lubbock County,25,Census Tract 25; Lubbock County; Texas,832,401,401,0,13,0,5,0,0,8,4,0,0,13,12,0,Texas,1400000US48303002500
48303010101,TX,Lubbock County,101.01,Census Tract 101.01; Lubbock County; Texas,633,489,119,0,12,0,0,13,0,0,0,0,0,12,13,0,Texas,1400000US48303010101
48303010102,TX,Lubbock County,101.02,Census Tract 101.02; Lubbock County; Texas,908,483,410,0,0,0,0,15,0,0,0,0,0,0,15,0,Texas,1400000US48303010102
48303010201,TX,Lubbock County,102.01,Census Tract 102.01; Lubbock County; Texas,632,409,215,6,2,0,0,0,0,0,0,0,0,8,0,0,Texas,1400000US48303010201
48303010202,TX,Lubbock County,102.02,Census Tract 102.02; Lubbock County; Texas,561,415,138,0,0,0,0,0,8,0,0,0,0,0,8,0,Texas,1400000US48303010202
48303010203,TX,Lubbock County,102.03,Census Tract 102.03; Lubbock County; Texas,641,465,155,21,0,0,0,0,0,0,0,0,0,21,0,0,Texas,1400000US48303010203
48303010204,TX,Lubbock County,102.04,Census Tract 102.04; Lubbock County; Texas,767,536,206,0,0,0,0,0,25,0,0,0,0,0,25,0,Texas,1400000US48303010204
48303010301,TX,Lubbock County,103.01,Census Tract 103.01; Lubbock County; Texas,1406,1101,301,0,0,0,4,0,0,0,0,0,0,0,0,0,Texas,1400000US48303010301
48303010302,TX,Lubbock County,103.02,Census Tract 103.02; Lubbock County; Texas,924,691,218,0,0,5,0,0,0,0,0,10,0,0,10,0,Texas,1400000US48303010302
48303010402,TX,Lubbock County,104.02,Census Tract 104.02; Lubbock County; Texas,1012,532,410,0,0,0,0,0,0,0,22,48,0,0,70,0,Texas,1400000US48303010402
48303010404,TX,Lubbock County,104.04,Census Tract 104.04; Lubbock County; Texas,1303,851,412,0,17,23,0,0,0,0,0,0,0,17,0,0,Texas,1400000US48303010404
48303010409,TX,Lubbock County,104.09,Census Tract 104.09; Lubbock County; Texas,553,440,47,0,0,0,9,7,47,0,3,0,0,0,57,0,Texas,1400000US48303010409
48303010410,TX,Lubbock County,104.10,Census Tract 104.10; Lubbock County; Texas,1036,754,270,0,0,0,12,0,0,0,0,0,0,0,0,0,Texas,1400000US48303010410
48303010411,TX,Lubbock County,104.11,Census Tract 104.11; Lubbock County; Texas,546,396,126,0,0,0,16,0,5,0,0,3,0,0,8,0,Texas,1400000US48303010411
48303010412,TX,Lubbock County,104.12,Census Tract 104.12; Lubbock County; Texas,655,542,86,0,12,0,0,0,0,0,15,0,0,12,15,0,Texas,1400000US48303010412
48303010413,TX,Lubbock County,104.13,Census Tract 104.13; Lubbock County; Texas,921,767,90,0,0,0,0,0,0,0,38,17,9,0,55,0,Texas,1400000US48303010413
48303010414,TX,Lubbock County,104.14,Census Tract 104.14; Lubbock County; Texas,1157,1045,103,0,0,0,3,0,0,0,6,0,0,0,6,0,Texas,1400000US48303010414
48303010415,TX,Lubbock County,104.15,Census Tract 104.15; Lubbock County; Texas,1447,1210,120,0,0,0,9,0,50,0,0,0,58,0,50,0,Texas,1400000US48303010415
48303010416,TX,Lubbock County,104.16,Census Tract 104.16; Lubbock County; Texas,499,313,186,0,0,0,0,0,0,0,0,0,0,0,0,0,Texas,1400000US48303010416
48303010417,TX,Lubbock County,104.17,Census Tract 104.17; Lubbock County; Texas,1817,1364,288,62,18,11,16,12,5,0,15,26,0,80,58,0,Texas,1400000US48303010417
48303010418,TX,Lubbock County,104.18,Census Tract 104.18; Lubbock County; Texas,613,461,126,0,0,26,0,0,0,0,0,0,0,0,0,0,Texas,1400000US48303010418
48303010419,TX,Lubbock County,104.19,Census Tract 104.19; Lubbock County; Texas,2578,2175,316,0,0,0,0,49,0,0,0,38,0,0,87,0,Texas,1400000US48303010419
48303010420,TX,Lubbock County,104.20,Census Tract 104.20; Lubbock County; Texas,505,501,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Texas,1400000US48303010420
48303010421,TX,Lubbock County,104.21,Census Tract 104.21; Lubbock County; Texas,2013,1751,166,0,0,2,17,0,22,0,55,0,0,0,77,0,Texas,1400000US48303010421
48303010422,TX,Lubbock County,104.22,Census Tract 104.22; Lubbock County; Texas,830,754,54,10,0,0,0,0,0,0,0,0,0,10,0,12,Texas,1400000US48303010422
48303010423,TX,Lubbock County,104.23,Census Tract 104.23; Lubbock County; Texas,655,472,175,0,0,0,0,0,0,0,0,0,8,0,0,0,Texas,1400000US48303010423
48303010502,TX,Lubbock County,105.02,Census Tract 105.02; Lubbock County; Texas,1523,1427,56,27,9,0,0,0,4,0,0,0,0,36,4,0,Texas,1400000US48303010502
48303010504,TX,Lubbock County,105.04,Census Tract 105.04; Lubbock County; Texas,1633,1446,106,6,0,0,32,7,36,0,0,0,0,6,43,0,Texas,1400000US48303010504
48303010505,TX,Lubbock County,105.05,Census Tract 105.05; Lubbock County; Texas,1802,1417,345,0,11,0,0,0,0,0,0,0,0,11,0,29,Texas,1400000US48303010505
48303010506,TX,Lubbock County,105.06,Census Tract 105.06; Lubbock County; Texas,1722,1233,466,0,10,0,0,0,0,0,3,0,0,10,3,10,Texas,1400000US48303010506
48303010509,TX,Lubbock County,105.09,Census Tract 105.09; Lubbock County; Texas,2552,2259,190,0,0,0,62,0,0,0,12,0,29,0,12,0,Texas,1400000US48303010509
48303010510,TX,Lubbock County,105.10,Census Tract 105.10; Lubbock County; Texas,1234,1086,129,0,0,0,0,0,3,16,0,0,0,0,19,0,Texas,1400000US48303010510
48303010511,TX,Lubbock County,105.11,Census Tract 105.11; Lubbock County; Texas,2829,1993,667,24,0,0,28,0,0,0,112,5,0,24,117,0,Texas,1400000US48303010511
48303010512,TX,Lubbock County,105.12,Census Tract 105.12; Lubbock County; Texas,3398,2758,619,0,12,0,0,0,0,0,0,0,0,12,0,9,Texas,1400000US48303010512
48303010513,TX,Lubbock County,105.13,Census Tract 105.13; Lubbock County; Texas,618,431,187,0,0,0,0,0,0,0,0,0,0,0,0,0,Texas,1400000US48303010513
48303010514,TX,Lubbock County,105.14,Census Tract 105.14; Lubbock County; Texas,1223,971,252,0,0,0,0,0,0,0,0,0,0,0,0,0,Texas,1400000US48303010514
48303010601,TX,Lubbock County,106.01,Census Tract 106.01; Lubbock County; Texas,1261,951,310,0,0,0,0,0,0,0,0,0,0,0,0,0,Texas,1400000US48303010601
48303010602,TX,Lubbock County,106.02,Census Tract 106.02; Lubbock County; Texas,737,272,465,0,0,0,0,0,0,0,0,0,0,0,0,0,Texas,1400000US48303010602
48303010700,TX,Lubbock County,107,Census Tract 107; Lubbock County; Texas,1291,1047,201,0,28,0,6,0,0,2,3,0,4,28,5,0,Texas,1400000US48303010700
48303980000,TX,Lubbock County,9800,Census Tract 9800; Lubbock County; Texas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Texas,1400000US48303980000
48305950400,TX,Lynn County,9504,Census Tract 9504; Lynn County; Texas,802,561,233,3,3,0,0,2,0,0,0,0,0,6,2,0,Texas,1400000US48305950400
48305950500,TX,Lynn County,9505,Census Tract 9505; Lynn County; Texas,823,535,277,0,0,0,0,0,0,0,8,3,0,0,11,0,Texas,1400000US48305950500
48305950600,TX,Lynn County,9506,Census Tract 9506; Lynn County; Texas,441,264,158,0,16,0,0,0,0,0,0,0,0,16,0,3,Texas,1400000US48305950600
48307950300,TX,McCulloch County,9503,Census Tract 9503; McCulloch County; Texas,1791,1183,577,0,0,0,14,0,17,0,0,0,0,0,17,0,Texas,1400000US48307950300
48307950400,TX,McCulloch County,9504,Census Tract 9504; McCulloch County; Texas,718,479,239,0,0,0,0,0,0,0,0,0,0,0,0,0,Texas,1400000US48307950400
48307950500,TX,McCulloch County,9505,Census Tract 9505; McCulloch County; Texas,563,477,73,8,1,4,0,0,0,0,0,0,0,9,0,0,Texas,1400000US48307950500
48309000100,TX,McLennan County,1,Census Tract 1; McLennan County; Texas,810,594,174,0,0,7,29,6,0,0,0,0,0,0,6,0,Texas,1400000US48309000100
48309000200,TX,McLennan County,2,Census Tract 2; McLennan County; Texas,1716,1121,245,10,0,0,193,0,20,0,61,0,13,10,81,53,Texas,1400000US48309000200
48309000300,TX,McLennan County,3,Census Tract 3; McLennan County; Texas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Texas,1400000US48309000300
48309000401,TX,McLennan County,4.01,Census Tract 4.01; McLennan County; Texas,758,591,162,0,0,0,0,0,5,0,0,0,0,0,5,0,Texas,1400000US48309000401
48309000402,TX,McLennan County,4.02,Census Tract 4.02; McLennan County; Texas,2233,1794,202,0,69,0,108,11,31,0,18,0,0,69,60,0,Texas,1400000US48309000402
48309000598,TX,McLennan County,5.98,Census Tract 5.98; McLennan County; Texas,1609,427,1182,0,0,0,0,0,0,0,0,0,0,0,0,0,Texas,1400000US48309000598
48309000700,TX,McLennan County,7,Census Tract 7; McLennan County; Texas,1219,847,365,0,0,0,7,0,0,0,0,0,0,0,0,0,Texas,1400000US48309000700
48309000800,TX,McLennan County,8,Census Tract 8; McLennan County; Texas,934,580,325,0,0,0,0,0,14,0,15,0,0,0,29,0,Texas,1400000US48309000800
48309000900,TX,McLennan County,9,Census Tract 9; McLennan County; Texas,1837,1246,591,0,0,0,0,0,0,0,0,0,0,0,0,0,Texas,1400000US48309000900
48309001000,TX,McLennan County,10,Census Tract 10; McLennan County; Texas,871,530,341,0,0,0,0,0,0,0,0,0,0,0,0,0,Texas,1400000US48309001000
48309001100,TX,McLennan County,11,Census Tract 11; McLennan County; Texas,1874,1018,856,0,0,0,0,0,0,0,0,0,0,0,0,0,Texas,1400000US48309001100
48309001200,TX,McLennan County,12,Census Tract 12; McLennan County; Texas,1288,893,395,0,0,0,0,0,0,0,0,0,0,0,0,0,Texas,1400000US48309001200
48309001300,TX,McLennan County,13,Census Tract 13; McLennan County; Texas,838,390,426,0,0,0,0,0,16,0,0,0,0,0,16,6,Texas,1400000US48309001300
48309001401,TX,McLennan County,14.01,Census Tract 14.01; McLennan County; Texas,1193,1072,121,0,0,0,0,0,0,0,0,0,0,0,0,0,Texas,1400000US48309001401
48309001402,TX,McLennan County,14.02,Census Tract 14.02; McLennan County; Texas,1901,1668,233,0,0,0,0,0,0,0,0,0,0,0,0,0,Texas,1400000US48309001402
48309001500,TX,McLennan County,15,Census Tract 15; McLennan County; Texas,853,690,163,0,0,0,0,0,0,0,0,0,0,0,0,0,Texas,1400000US48309001500
48309001600,TX,McLennan County,16,Census Tract 16; McLennan County; Texas,2456,1671,708,0,0,0,24,0,0,36,0,17,0,0,53,0,Texas,1400000US48309001600
48309001700,TX,McLennan County,17,Census Tract 17; McLennan County; Texas,2094,1409,607,0,25,0,53,0,0,0,0,0,0,25,0,0,Texas,1400000US48309001700
48309001800,TX,McLennan County,18,Census Tract 18; McLennan County; Texas,584,422,157,0,0,0,0,5,0,0,0,0,0,0,5,0,Texas,1400000US48309001800
48309001900,TX,McLennan County,19,Census Tract 19; McLennan County; Texas,2015,1559,298,0,0,13,0,0,0,0,0,0,0,0,0,145,Texas,1400000US48309001900
48309002000,TX,McLennan County,20,Census Tract 20; McLennan County; Texas,1425,1278,129,0,10,0,0,0,0,8,0,0,0,10,8,0,Texas,1400000US48309002000
48309002100,TX,McLennan County,21,Census Tract 21; McLennan County; Texas,2331,1768,542,0,0,0,10,11,0,0,0,0,0,0,11,0,Texas,1400000US48309002100
48309002302,TX,McLennan County,23.02,Census Tract 23.02; McLennan County; Texas,2461,1978,333,0,9,0,51,0,75,0,0,0,15,9,75,0,Texas,1400000US48309002302
